Id,Soort,DocumentNummer,Titel,Onderwerp,Datum,Vergaderjaar,Kamer,Volgnummer,Citeertitel,Alias,DatumRegistratie,DatumOntvangst,Aanhangselnummer,KenmerkAfzender,Organisatie,ContentType,ContentLength,GewijzigdOp,ApiGewijzigdOp,Verwijderd,HuidigeDocumentVersie_Id
dad06175-6a1b-4d5c-b2b9-00043a85b672,Motie (gewijzigd/nader),2021D28216,Raad Algemene Zaken en Raad Buitenlandse Zaken ,Gewijzigde motie van de leden Piri en Van der Lee over minstens vijftig studiebeurzen ter beschikking te stellen voor Belarussische studenten in Nederland (t.v.v. 21501-02-2362),2021-07-08T00:00:00+02:00,2020-2021,2,2388,,,2021-07-08T00:00:00+02:00,,,,Tweede Kamer,application/pdf,21064,2024-02-19T10:56:03.63+01:00,2024-02-23T15:02:35.7879238Z,False,ba8d10e2-a288-4bb6-92db-3276d9dfaa13
700d31ed-9426-4771-a51d-0004b99965a3,Antwoord schriftelijke vragen,2010D10905,,Antwoord op vragen van het lid Thieme over het winnen van dieren in het televisieprogramma Z@PPlive,2010-03-02T00:00:00+01:00,2009-2010,2,-1,,,2010-03-02T00:00:00+01:00,,091001763,,Tweede Kamer,application/pdf,19642,2024-02-19T10:56:03.63+01:00,2024-02-22T15:08:59.7074498Z,False,3e2fec0e-e7a5-4814-9dd0-b8372379a18b
fad17c4b-fb97-413b-951a-0004d753b929,Amendement (gewijzigd/nader/vervangend),2016D27208,"Wijziging van de Mijnbouwwet (versterking veiligheidsbelang mijnbouw en regie opsporings-, winnings- en opslagvergunningen)",Gewijzigd amendement van het lid Van Tongeren c.s. ter vervanging van nr. 16 dat regelt dat mijnbouwbedrijven alvorens het afvalwater wordt geïnjecteerd in de geologische formaties van herkomst hun afval- en productiewater dienen te zuiveren tot het niveau vastgesteld krachtens de Wet milieubeheer en de Waterwet voor het lozen op oppervlaktewater,2016-06-28T00:00:00+02:00,2015-2016,2,22,,,2016-06-28T00:00:00+02:00,,,,Tweede Kamer,application/pdf,23519,2024-02-19T10:56:03.63+01:00,2024-02-21T10:44:42.563656Z,False,320fc61d-70bf-436f-856c-63b05d7d3890
9547db3e-d5ef-4516-962c-0004e0f5711a,Motie,2009D03452,Openbaar vervoer,Motie Roemer en Van Gent over het onmiddellijk beginnen met het migreren naar een nieuwe en veiligere OV-Chipkaart,2009-01-28T00:00:00+01:00,2008-2009,2,280,,,2009-01-28T00:00:00+01:00,,,,Tweede Kamer,application/pdf,14795,2024-02-19T10:56:03.63+01:00,2024-02-21T02:01:10.1473485Z,False,c3bc35ce-fe8a-40e6-8e9a-cd5a41585398
c7e7b812-b1e0-4a34-bc3f-0004fc9c807a,Convocatie commissieactiviteit,2012D43725,,Convo gesprek UNAIDS 29/11 ,2012-11-22T00:00:00+01:00,2012-2013,2,-1,,,2012-11-22T16:31:00.89+01:00,,,,Tweede Kamer,application/pdf,11897,2024-02-19T10:56:03.63+01:00,2024-02-22T06:37:57.6327801Z,False,4be36488-6921-4151-96e4-903481f69538
f1f8e3e0-9a90-442e-89ee-000534df19db,Schriftelijke vragen,2015D05425,,Het rapport met adviezen voor de aanpak van vogelgriep van de dierenbescherming,2015-02-13T00:00:00+01:00,2014-2015,2,-1,,,2015-02-13T00:00:00+01:00,,,,Tweede Kamer,application/pdf,21109,2024-02-19T10:56:03.63+01:00,2024-02-21T05:03:45.2763662Z,False,3b52c16e-6e0a-46a2-9886-e4ff75170e9c
2e928482-f35c-4949-8d80-00053d89c6b8,Brief Presidium,2024D10775,Voordracht voor de vervulling van vacatures in het College van onderzoek integriteit,Brief van het Presidium t.g.v. de voordracht voor de vervulling van een vacature van voorzitter van het College van onderzoek integriteit ,2024-03-20T00:00:00+01:00,2023-2024,2,2,,,2024-03-20T00:00:00+01:00,,,,Tweede Kamer,application/pdf,21641,2024-03-29T13:17:04.327+01:00,2024-03-29T12:23:56.9032407Z,False,7e256c56-d3e2-4fcf-b51b-d515bbff78ee
2d89b0cd-7e3e-4e2f-821a-00056014aedb,Nota n.a.v. het (nader/tweede nader/enz.) verslag,2011D05570,Wijziging van de Wet personenvervoer 2000 in verband met verordening (EG) nr. 1370/2007 van het Europees Parlement en de Raad van de Europese Unie van 23 oktober 2007 betreffende het openbaar personenvervoer per spoor en over de weg en tot intrekking van Verordening (EEG) nr. 1191/69 van de Raad en Verordening (EEG) nr. 1107/70 van de Raad (PbEU L 315),Nota naar aanleiding van het verslag ,2011-02-04T00:00:00+01:00,2010-2011,2,8,,,2011-02-03T00:00:00+01:00,2011-02-04T00:00:00+01:00,,,Tweede Kamer,application/pdf,49926,2024-02-19T10:56:03.63+01:00,2024-02-22T14:58:30.3165108Z,False,baad9dbe-357c-45f5-b702-528d00142043
6d3f3f1d-7cdf-49d9-88b0-0005740b8a28,Antwoord schriftelijke vragen,2019D16036,,Antwoord op vragen van de leden Omtzigt en Snels over de totstandkoming van de bizar lage raming van de kosten voor verlaagde bijtelling in het ontwerp-Klimaatakkoord,2019-04-18T00:00:00+02:00,2018-2019,2,-1,,,2019-04-16T00:00:00+02:00,,181902336,,Tweede Kamer,application/pdf,31529,2024-02-19T10:56:03.63+01:00,2024-02-22T20:53:40.7704217Z,False,33dfb67d-0804-402e-9e9d-86532949b783
d2d6ed3a-ede0-4894-a522-000588bc4817,Convocatie commissieactiviteit,2016D24965,,Convocatie inbreng verslag (wetsvoorstel) Implementatiewet toegang basisbetaalrekening,2016-06-15T00:00:00+02:00,2015-2016,2,-1,,,2016-06-15T17:02:24.627+02:00,,,,Tweede Kamer,application/pdf,77033,2024-02-19T10:56:03.63+01:00,2024-02-21T22:37:35.7533283Z,False,8c804088-133d-412c-b155-990fbd19dfff
f793d80d-40e0-44d6-b2b0-0005d3e28e70,Bijlage,2024D05061,,Beslisnota bij Kamerbrief inzake geannoteerde agenda Raad Algemene Zaken 20 februari 2024,2024-02-09T00:00:00+01:00,2023-2024,2,-1,,,2024-02-09T00:00:00+01:00,,,,Tweede Kamer,application/pdf,314753,2024-02-22T12:42:34.94+01:00,2024-02-24T04:44:48.380302Z,False,8ec88867-70f9-4687-b00f-bd3674688d0b
c570037c-e57d-4871-8f82-000603d2165e,Bijlage,2023D11154,,"Beslisnota's bij Wet opheffing geheimhoudingsplicht ten behoeve van de inspectie belastingen, toeslagen en douane",2023-03-20T00:00:00+01:00,2022-2023,2,-1,,,2023-03-20T00:00:00+01:00,,,,Tweede Kamer,application/pdf,10117173,2024-02-19T10:56:03.63+01:00,2024-02-24T02:45:40.1625028Z,False,cc3ef5cf-7859-4562-b233-6073b23dcd54
60506237-6f26-441e-a1d4-00060922dc7c,Schriftelijke vragen,2012D17678,,Homo-acceptatie in het voetbal,2012-04-18T00:00:00+02:00,2011-2012,2,-1,,,2012-04-18T00:00:00+02:00,,,,Tweede Kamer,application/pdf,26155,2024-02-19T10:56:03.63+01:00,2024-02-23T12:11:44.2704829Z,False,090fe16a-c840-42ec-aa7c-9a262e0c9b97
219bf405-4861-423b-aee5-00060ff5f5c6,Bijlage,2011D10559,,Advies Raad van State,2011-03-03T00:00:00+01:00,2010-2011,2,-1,,,2011-03-03T00:00:00+01:00,,,,Tweede Kamer,application/msword,32256,2024-02-19T10:56:03.63+01:00,2024-02-19T18:00:20.7407757Z,False,1c1f4db7-5f19-4f4b-8164-9666bc0cd0d3
f7bcbead-b9b1-4312-8dfb-000613e750e9,Verslag commissie Verzoekschriften en de Burgerinitiatieven,2010D44377,Verslagen van de commissie voor de Verzoekschriften en de Burgerinitiatieven ,Verslag over het verzoekschrift van G. K. te E. betreffende belastingaanslagen,2010-11-11T00:00:00+01:00,2010-2011,2,26,,,2010-11-11T00:00:00+01:00,,,,Tweede Kamer,application/pdf,28076,2024-02-19T10:56:03.63+01:00,2024-02-21T11:21:14.7627584Z,False,daca19aa-7ab9-42a9-97b4-6f4f2894fb52
820a3d6f-6b4c-42c3-a61f-000628efea2c,Position paper,2022D11814,,Position paper M. Senftleben t.b.v. rondetafelgesprek Auteurswet d.d. 30 maart 2022,2022-03-24T00:00:00+01:00,2021-2022,2,-1,,,2022-03-25T00:00:00+01:00,2022-03-24T00:00:00+01:00,,,Tweede Kamer,application/pdf,279895,2024-02-19T10:56:03.63+01:00,2024-02-20T20:05:39.9463058Z,False,16d165b4-3572-4ee5-bc3b-366458e8b446
d397d5be-2f50-4cc6-b802-00063ec36bea,Brief regering,2015D25995,Deelnemingenbeleid Rijksoverheid,Reactie op verschillende verzoeken m.b.t. onderzoeken bij NS,2015-06-29T00:00:00+02:00,2014-2015,2,217,,,2015-06-30T00:00:00+02:00,2015-07-01T00:00:00+02:00,,,Tweede Kamer,application/pdf,31890,2024-02-19T10:56:03.63+01:00,2024-02-21T08:55:46.9965407Z,False,56443301-8d29-41b8-a6c6-aadfe1a7c6b7
b746ef68-6388-407a-baf3-000651b584b8,Brief regering,2011D60019,,Reactie op het eindadvies van het Strategisch Beraad Verkeersinformatie en Verkeersmanagement (SBVV),2011-12-05T00:00:00+01:00,2011-2012,2,-1,,,2011-12-05T00:00:00+01:00,,,,Tweede Kamer,application/pdf,17820,2024-02-19T10:56:03.63+01:00,2024-02-20T10:57:05.66907Z,False,c5e26736-61de-435c-a8ee-cf94fcfd1fdf
251ff618-6fee-4b40-b0cd-000658b4da04,Schriftelijke vragen,2022D48493,,Het bericht ‘Problemen voor Oekraïners die zonder 'verblijfssticker' in Nederland zijn’’,2022-11-18T00:00:00+01:00,2022-2023,2,-1,,,2022-11-18T00:00:00+01:00,,,,Tweede Kamer,application/pdf,23868,2024-02-19T10:56:03.63+01:00,2024-02-21T20:33:46.2994696Z,False,628c9a6c-19f7-486d-a68c-1b345177d37b
4bc6c089-10c7-4a33-b349-00065b64289c,Schriftelijke vragen,2010D24600,,Toezicht op rechtsbijstandverzekeringen,2010-06-02T00:00:00+02:00,2009-2010,2,-1,,,2010-06-02T00:00:00+02:00,,,,Tweede Kamer,application/pdf,26083,2024-02-19T10:56:03.63+01:00,2024-02-20T23:08:38.0152074Z,False,500498da-c474-4a0b-b646-bc1317a015a2
c7bf38d2-cbab-4cc6-9cfe-000665545f45,Bijlage,2021D21259,,Aanbiedingsbrief ,2021-06-02T00:00:00+02:00,2020-2021,2,-1,,,2021-06-02T00:00:00+02:00,,,,Tweede Kamer,application/vnd.openxmlformats-officedocument.wordprocessingml.document,124665,2024-02-19T10:56:03.63+01:00,2024-02-24T07:20:16.338672Z,False,564f6ede-3763-418d-ac19-ecf334dc26c3
a97abf1e-a3b0-4386-bd1d-00066909cd51,Brief regering,2009D22504,Acute zorg,"Regionaal overleg acute zorg (ROAZ), stand van zaken rapportage",2009-05-11T00:00:00+02:00,2008-2009,2,91,,,2009-05-11T00:00:00+02:00,2009-05-12T00:00:00+02:00,,,Tweede Kamer,application/pdf,20896,2024-02-19T10:56:03.63+01:00,2024-02-22T17:26:40.509403Z,False,7d4e019b-fcad-40f9-ac77-247f9cc019e8
c9fe4ccf-1916-41fc-b30a-00070e7f96ab,EU-voorstel,2021D39369,,EU-voorstel: Werkprogramma Europese Commissie 2022 COM (2021) 645,2021-10-20T00:00:00+02:00,2021-2022,2,-1,,,2021-10-20T00:00:00+02:00,,,,Tweede Kamer,application/pdf,554936,2024-02-19T10:56:03.63+01:00,2024-02-22T15:32:45.6960289Z,False,fb5c0859-ea4b-4e78-9b28-47daf5edd988
76b968c4-5dec-4cac-9e99-00071e15076f,Bijlage,2023D45962,,Circulaire 2e helft 2023 17 600,2023-11-10T00:00:00+01:00,2023-2024,2,-1,,,2023-11-10T00:00:00+01:00,,,,Tweede Kamer,application/pdf,109461,2024-02-19T10:56:03.63+01:00,2024-02-22T18:42:45.7102851Z,False,ea5bcdd6-9782-4444-8e82-84307758ee3a
abf8e0f5-3ed9-43d3-a89f-00073646a80e,Brief regering,2013D07390,Raad Algemene Zaken en Raad Buitenlandse Zaken ,Verslag van de Raad Buitenlandse Zaken van 18 februari 2013,2013-02-25T00:00:00+01:00,2012-2013,2,1223,,,2013-02-25T00:00:00+01:00,2013-03-01T00:00:00+01:00,,,Tweede Kamer,application/pdf,41297,2024-02-19T10:56:03.63+01:00,2024-02-21T07:21:50.1435267Z,False,70c3f920-c8e3-453b-959a-520934c30417
8d3d5294-4929-4764-9b79-000764fd8f1f,Antwoord schriftelijke vragen,2010D23058,,Antwoord vragen Smilde over kiesrecht voor mensen met een verstandelijke beperking ,2010-05-18T00:00:00+02:00,2009-2010,2,-1,,,2010-05-17T00:00:00+02:00,,091002496,,Tweede Kamer,application/pdf,29133,2024-02-19T10:56:03.63+01:00,2024-02-20T16:48:22.0608376Z,False,b4b65ce1-8257-4257-9b91-736edf2c1e21
15dc5dc3-53fc-43d8-bc74-000788c06957,Stenogram,2024D24919,,Regeling van werkzaamheden,2024-03-20T14:15:00+01:00,2023-2024,2,-1,,,2024-06-13T00:00:00+02:00,,,,Tweede Kamer,application/pdf,93232,2024-06-14T11:31:06.313+02:00,2024-06-14T09:33:49.0264758Z,False,d00de1fb-226b-46e7-b856-507eceb8c2cf
374a1b2f-292d-42ae-936c-00082c64ce8b,Verslag (initiatief)wetsvoorstel (nader),2024D28744,"Wijziging van de Wet hersteloperatie toeslagen en van de Wet aanvullende regelingen hersteloperatie toeslagen, houdende aanpassingen in de hersteloperatie toeslagen van bepaalde termijnen, van de peildatum voor brede ondersteuning voor gedupeerden in het buitenland en van de nabestaandenregeling (Wet aanpassing termijnen en nabestaandenregeling hersteloperatie toeslagen)",Verslag ,2024-07-12T00:00:00+02:00,2023-2024,2,6,Wet aanpassing termijnen en nabestaandenregeling hersteloperatie toeslagen,,2024-07-12T00:00:00+02:00,,,,Tweede Kamer,application/pdf,56994,2024-12-03T15:44:03.21+01:00,2024-12-03T14:45:23.6059007Z,False,840d0653-3e7a-4af5-a34f-3d8e475948f8
213da4ea-7539-447d-ab0c-0008457e58b0,Convocatie inbreng,2019D50108,,Convocatie inbreng feitelijke vragen Jaarplan 2020 Belastingdienst,2019-12-05T00:00:00+01:00,2019-2020,2,-1,,,2019-12-05T14:56:43.453+01:00,,,,Tweede Kamer,application/pdf,74691,2024-02-19T10:56:03.63+01:00,2024-02-21T19:37:53.2905659Z,False,c06182ef-76b3-4a54-b36b-98591a022e8f
726dcaf9-5a9b-4938-8313-00087ff90bfa,Brief regering,2009D54674,Gezondheid en milieu,Beleidsreactie advies Rijksbouwmeester over scholenbouw,2009-11-06T00:00:00+01:00,2009-2010,2,25,,,2009-11-10T00:00:00+01:00,2009-11-09T00:00:00+01:00,,,Tweede Kamer,application/pdf,44171,2024-02-19T10:56:03.63+01:00,2024-02-21T04:48:11.4771005Z,False,1f475d74-8d44-4609-8070-fde7ef2ec8dc
37786eb0-edfa-4d4d-9241-0008b969bf1a,Bijlage,2018D52665,,Rapport Zanders ‘Betrouwbaarheid inbaarheidsonderzoek WSW‘  ,2018-11-06T00:00:00+01:00,2018-2019,2,-1,,,2018-11-06T00:00:00+01:00,,,,Tweede Kamer,application/pdf,157584,2024-02-19T10:56:03.63+01:00,2024-02-20T09:40:49.6379511Z,False,48aa0746-f6d7-4e1c-8c6e-ed694bea065c
c3465e18-c276-4dad-ac60-0008ed1b057b,Memorie van toelichting,2007D01145,"Instelling van een adviescollege op het terrein van de rechtspositie van politieke ambtsdragers, leden van de Hoge Colleges van Staat en topambtenaren (Wet adviescollege rechtspositie politieke ambtsdragers en topambtenaren)",Memorie van Toelichting,2006-01-03T00:00:00+01:00,2005-2006,2,3,Wet adviescollege rechtspositie politieke ambtsdragers en topambtenaren,,2008-08-26T00:00:00+02:00,,,,Tweede Kamer,application/pdf,36156,2024-02-19T10:56:03.63+01:00,2024-02-20T23:37:45.738395Z,False,daffffba-0e8c-4a16-89ca-3aede29b8b3d
0e2e7ac8-78ba-4c09-a31c-000987785c41,Brief commissie,2008D08083,,Aan initiatiefnemer - overbrengen besluit commissie,2008-10-02T00:00:00+02:00,2008-2009,2,-1,,,2008-10-02T00:00:00+02:00,,,,Tweede Kamer,application/pdf,19582,2024-02-19T10:56:03.63+01:00,2024-02-21T08:52:38.2701711Z,False,721aaf25-0daa-41b6-9ce1-5dc3e0637ada
df95e267-6fb2-411c-9553-0009a0d58a6e,Bijlage,2016D44767,,CAVV advies inzake aansprakelijkheid van internationale organisaties,2016-11-21T00:00:00+01:00,2016-2017,2,-1,,,2016-11-21T00:00:00+01:00,,,,Tweede Kamer,application/pdf,2272609,2024-02-19T10:56:03.63+01:00,2024-02-23T08:23:23.863907Z,False,d0a74873-750d-4916-b609-ced4f3c2c222
44827b0d-8970-41bd-a843-0009d01488ad,Motie,2011D35904,Evaluatie Algemene wet gelijke behandeling,Motie-Van Gent c.s. over regelingen in andere Europese landen ,2011-06-29T00:00:00+02:00,2010-2011,2,13,,,2011-06-29T00:00:00+02:00,,,,Tweede Kamer,application/pdf,23536,2024-02-19T10:56:03.63+01:00,2024-02-20T05:17:04.5744599Z,False,5a3d7859-0955-4115-bfec-08a64868c9d3
695705e9-9951-43ee-86c4-0009ea02eee6,Brief regering,2015D03351,Raad Algemene Zaken en Raad Buitenlandse Zaken ,Verslag van de extra Raad Buitenlandse Zaken van 29 januari 2015 naar aanleiding van de gewelddadigheden in Marioepol,2015-02-02T00:00:00+01:00,2014-2015,2,1455,,,2015-02-02T00:00:00+01:00,2015-02-03T00:00:00+01:00,,,Tweede Kamer,application/pdf,31102,2024-02-19T10:56:03.63+01:00,2024-02-21T11:58:45.4437783Z,False,c26a01ab-8535-4a37-9b92-3116d01d6297
9ba54f90-1717-485e-b2df-000a0084048c,Brief regering,2019D39893,Arbeidsmarktbeleid en opleidingen zorgsector,Resultaten verkenning regieverpleegkundige,2019-10-08T00:00:00+02:00,2019-2020,2,381,,,2019-10-08T00:00:00+02:00,2019-10-09T00:00:00+02:00,,,Tweede Kamer,application/pdf,27221,2024-02-19T10:56:03.63+01:00,2024-02-19T13:13:04.618319Z,False,f725eee8-1cc8-4768-a175-cff5ab3bf344
a5767edc-d2e6-4d46-b941-000a9b569f6c,Lijst van vragen,2021D22862,Wijziging van de begrotingsstaat van het Deltafonds voor het jaar 2021 (wijziging samenhangende met de Voorjaarsnota),Verslag houdende een lijst van vragen over de Wijziging van de begrotingsstaat van het Deltafonds voor het jaar 2021 (wijziging samenhangende met de Voorjaarsnota) (Kamerstuk 35850-J),2021-06-10T00:00:00+02:00,2020-2021,2,-1,,,2021-06-10T00:00:00+02:00,,,,Tweede Kamer,application/pdf,21665,2024-02-19T10:56:03.63+01:00,2024-02-21T19:48:29.2108352Z,False,cb1e57d6-5251-4e6f-9190-7cc0330f76c3
26f8d7db-8575-42ea-9818-000abcd50f00,Bijlage,2009D45060,"Goedkeuring van het op 13 december 2007 te Lissabon totstandgekomen Verdrag van Lissabon tot wijziging van het Verdrag betreffende de Europese Unie en het Verdrag tot oprichting van de Europese Gemeenschap, met Protocollen en Bijlagen (Trb. 2008, 11)",Het verslag van de rapporteurs,2009-09-23T00:00:00+02:00,2009-2010,2,-1,,,2009-09-23T00:00:00+02:00,,,,Tweede Kamer,application/msword,837120,2024-02-19T10:56:03.63+01:00,2024-02-19T17:21:58.4541164Z,False,a0c3170d-fa13-4255-aa5c-f3eec2487ac6
f73ff9b5-06f2-4d5f-a7c7-000ae1278b84,Bijlage,2009D64975,,Bedrijven waar Q-koorts is geconstateerd,2009-12-16T00:00:00+01:00,2009-2010,2,-1,,,2009-12-16T00:00:00+01:00,,,,Tweede Kamer,application/pdf,26729,2024-02-19T10:56:03.63+01:00,2024-02-23T16:44:10.9282995Z,False,3bc1a826-6081-47c6-b22c-7d48ea9edc85
3fec99b4-41bb-4618-a034-000b077838b7,Advies Afdeling advisering Raad van State,2025D04050,,"36688 (R2205) Advies Raad van State van het Koninkrijk inzake  Goedkeuring van het op 18 december 2023 te Rabat tot stand gekomen Verdrag tussen het Koninkrijk der Nederlanden en het Koninkrijk Marokko inzake uitlevering (Trb. 2024, 1) ",2025-01-30T00:00:00+01:00,2024-2025,2,-1,,,2025-02-03T00:00:00+01:00,2025-01-31T00:00:00+01:00,,,Tweede Kamer,application/vnd.openxmlformats-officedocument.wordprocessingml.document,69310,2025-02-03T09:50:58.89+01:00,2025-02-03T08:51:19.2027071Z,False,67d75550-0eef-4eef-94bf-4dd6fa8b5114
9cf6538c-6b2a-431d-8bb2-000b32ea89ab,Stenogram,2018D14500,,Aanslagen in Brussel,2016-04-07T10:15:00+02:00,2015-2016,2,-1,,,2018-03-03T00:00:00+01:00,,,,Tweede Kamer,application/pdf,247496,2024-02-19T10:56:03.63+01:00,2024-02-21T03:48:42.3085196Z,False,a83a541e-9234-4b02-8f53-43ad944b1993
a14a5263-713c-4e03-a9fe-000b49a51b44,Motie,2021D27814,Integrale visie op de woningmarkt,Motie van het lid Boulakjar over het beter benutten van de bestaande voorraad woningen ,2021-07-07T00:00:00+02:00,2020-2021,2,775,,,2021-07-07T00:00:00+02:00,,,,Tweede Kamer,application/pdf,20802,2024-02-19T10:56:03.63+01:00,2024-02-20T07:09:28.8028659Z,False,7ca6a802-62d4-4489-bb06-c4177d7cc21f
a2fb6e4a-9f14-4f12-b795-000b5189d51c,Schriftelijke vragen,2016D46092,,Het arrest van het Europees Hof van Justitie inzake het achterhouden van milieu-informatie in het kader van bedrijfsbelang,2016-11-29T00:00:00+01:00,2016-2017,2,-1,,,2016-11-29T00:00:00+01:00,,,,Tweede Kamer,application/pdf,22160,2024-02-19T10:56:03.63+01:00,2024-02-21T17:59:58.8479694Z,False,a70cf1e2-4e96-439a-895d-4251f2f9094e
3e08678c-c06d-48a6-9402-000b5d3f9b63,Motie,2016D42456,Vaststelling van de begrotingsstaat van Buitenlandse Handel en Ontwikkelingssamenwerking (XVII) voor het jaar 2017 ,Motie van het lid Smaling c.s. over de formulering van de indicatoren en streefwaarden ,2016-11-07T00:00:00+01:00,2016-2017,2,9,,,2016-11-07T00:00:00+01:00,,,,Tweede Kamer,application/pdf,21795,2024-02-19T10:56:03.63+01:00,2024-02-22T07:42:55.9111623Z,False,2e93020b-ce16-47c9-a968-e03bad222822
74ac4928-adf1-44cf-a8ca-000b5dbb1d99,Bijlage,2021D14121,,Monitor contractering ggz 2021,2021-04-19T00:00:00+02:00,2020-2021,2,-1,,,2021-04-19T00:00:00+02:00,,,,Tweede Kamer,application/pdf,309771,2024-02-19T10:56:03.63+01:00,2024-02-23T13:54:45.5201888Z,False,18c4fbca-41a6-4d43-82ad-ddc05b712c13
67bf6321-a27e-4264-ab6e-000b8bb44ac2,Convocatie commissieactiviteit,2012D10856,,Convocatie vervolg-AO Huurbeleid d.d. 21 maart 2012 ,2012-03-13T00:00:00+01:00,2011-2012,2,-1,,,2012-03-13T16:37:18.343+01:00,,,,Tweede Kamer,application/pdf,15018,2024-02-19T10:56:03.63+01:00,2024-02-22T07:50:28.1991728Z,False,31a9131a-333e-4b28-b90d-7128e89f5321
9d37108a-9fe2-44be-a5ea-000b9a707479,Bijlage,2020D06617,,Regio Deal Zeeland,2020-02-17T00:00:00+01:00,2019-2020,2,-1,,,2020-02-17T00:00:00+01:00,,,,Tweede Kamer,application/pdf,435175,2024-02-19T10:56:03.63+01:00,2024-02-22T01:43:56.8139253Z,False,54db7104-4f90-416a-a530-fb1cb55b7b42
d78dbcd9-2e8e-45be-9657-000bdd405356,Voorstel van wet,2018D36229,"Wijziging van de Wet luchtvaart ter implementatie van Verordening (EU) nr. 376/2014 van het Europees Parlement en de Raad van 3 april 2014 inzake het melden, onderzoeken en opvolgen van voorvallen in de burgerluchtvaart en tot wijziging van Verordening (EU) nr. 996/2010 van het Europees Parlement en de Raad en tot intrekking van Richtlijn nr. 2003/42/EG van het Europees Parlement en de Raad en de Verordeningen (EG) nr. 1321/2007 en (EG) nr. 1330/2007 van de Commissie (PbEU 2014, L 122)",Voorstel van wet,2018-06-25T00:00:00+02:00,2017-2018,2,2,,,2018-06-26T00:00:00+02:00,2018-06-26T00:00:00+02:00,,,Tweede Kamer,application/pdf,30215,2024-02-19T10:56:03.63+01:00,2024-02-21T06:41:45.0541955Z,False,9ac8796a-7c54-4c84-9edc-ea33568702fc
ec7125ff-d8de-44d3-a2a6-000be3367b7a,Bijlage,2022D19634,,Resultaten verantwoordingsonderzoek 2021 bij het Ministerie van Infrastructuur en Waterstaat ,2022-05-18T00:00:00+02:00,2021-2022,2,-1,,,2022-05-18T00:00:00+02:00,,,,Tweede Kamer,application/pdf,874548,2024-02-19T10:56:03.63+01:00,2024-02-22T23:46:03.0796334Z,False,a5ca8497-d820-4631-bfbf-82ba7b145b33
e5e562a5-a151-4fd6-a67c-000c03e36ae5,Convocatie commissieactiviteit,2017D01495,,Convocatie algemeen overleg Informele JBZ-Raad 26 en 27 januari 2017 op 25 januari 2017 ,2017-01-19T00:00:00+01:00,2016-2017,2,-1,,,2017-01-19T15:41:49.45+01:00,,,,Tweede Kamer,application/pdf,80023,2024-02-19T10:56:03.63+01:00,2024-02-23T02:32:41.3536587Z,False,660ba695-9b98-4329-bf28-f59e13e3cc42
